text,n_word,start_pos,end_pos,label,subject,source_index,category
1875,1,1935,1939,DATE,Wilhelm Röntgen,0,Physics
the Academy of Agriculture,4,1966,1992,ORG,Wilhelm Röntgen,0,Physics
Hohenheim,1,1996,2005,GPE,Wilhelm Röntgen,0,Physics
Württemberg,1,2007,2018,GPE,Wilhelm Röntgen,0,Physics
Strasbourg,1,2035,2045,GPE,Wilhelm Röntgen,0,Physics
1876,1,2075,2079,DATE,Wilhelm Röntgen,0,Physics
1879,1,2088,2092,DATE,Wilhelm Röntgen,0,Physics
the University of Giessen,4,2138,2163,ORG,Wilhelm Röntgen,0,Physics
1888,1,2168,2172,DATE,Wilhelm Röntgen,0,Physics
the University of Würzburg,4,2207,2233,ORG,Wilhelm Röntgen,0,Physics
1900,1,2242,2246,DATE,Wilhelm Röntgen,0,Physics
the University of Munich,4,2250,2274,ORG,Wilhelm Röntgen,0,Physics
Bavarian,1,2302,2310,NORP,Wilhelm Röntgen,0,Physics
Röntgen,1,2324,2331,ORG,Wilhelm Röntgen,0,Physics
Iowa,1,2346,2350,GPE,Wilhelm Röntgen,0,Physics
the United States,3,2354,2371,GPE,Wilhelm Röntgen,0,Physics
Columbia University,2,2427,2446,ORG,Wilhelm Röntgen,0,Physics
New York City,3,2450,2463,GPE,Wilhelm Röntgen,0,Physics
World War,2,2521,2530,EVENT,Wilhelm Röntgen,0,Physics
Munich,1,2567,2573,GPE,Wilhelm Röntgen,0,Physics
Discovery,1,2611,2620,PRODUCT,Wilhelm Röntgen,0,Physics
1895,1,2643,2647,DATE,Wilhelm Röntgen,0,Physics
the Würzburg Physical Institute of the University of Würzburg,9,2670,2731,ORG,Wilhelm Röntgen,0,Physics
Röntgen,1,2733,2740,ORG,Wilhelm Röntgen,0,Physics
Heinrich Hertz,2,2879,2893,PERSON,Wilhelm Röntgen,0,Physics
Johann Hittorf,2,2895,2909,PERSON,Wilhelm Röntgen,0,Physics
William Crookes,2,2911,2926,PERSON,Wilhelm Röntgen,0,Physics
Nikola Tesla,2,2928,2940,LOC,Wilhelm Röntgen,0,Physics
Philipp von Lenard,3,2945,2963,PERSON,Wilhelm Röntgen,0,Physics
early November,2,2967,2981,DATE,Wilhelm Röntgen,0,Physics
one,1,3019,3022,CARDINAL,Wilhelm Röntgen,0,Physics
Lenard,1,3026,3032,PERSON,Wilhelm Röntgen,0,Physics
Röntgen,1,3547,3554,ORG,Wilhelm Röntgen,0,Physics
the late afternoon,3,3690,3708,TIME,Wilhelm Röntgen,0,Physics
8 November 1895,3,3712,3727,DATE,Wilhelm Röntgen,0,Physics
Röntgen,1,3729,3736,ORG,Wilhelm Röntgen,0,Physics
Ruhmkorff,1,3957,3966,GPE,Wilhelm Röntgen,0,Physics
Röntgen,1,4078,4085,ORG,Wilhelm Röntgen,0,Physics
Röntgen,1,4335,4342,ORG,Wilhelm Röntgen,0,Physics
a few feet,3,4383,4393,QUANTITY,Wilhelm Röntgen,0,Physics
Röntgen,1,4687,4694,ORG,Wilhelm Röntgen,0,Physics
40  ,2,4726,4730,TIME,Wilhelm Röntgen,0,Physics
8 November,2,4733,4743,DATE,Wilhelm Röntgen,0,Physics
Friday,1,4750,4756,DATE,Wilhelm Röntgen,0,Physics
the weekend,2,4782,4793,DATE,Wilhelm Röntgen,0,Physics
first,1,4833,4838,ORDINAL,Wilhelm Röntgen,0,Physics
the following weeks,3,4849,4868,DATE,Wilhelm Röntgen,0,Physics
Röntgenograms,1,5164,5177,WORK_OF_ART,Wilhelm Röntgen,0,Physics
one,1,5185,5188,CARDINAL,Wilhelm Röntgen,0,Physics
Röntgen,1,5273,5280,ORG,Wilhelm Röntgen,0,Physics
first,1,5379,5384,ORDINAL,Wilhelm Röntgen,0,Physics
About six weeks,3,5480,5495,DATE,Wilhelm Röntgen,0,Physics
Anna Bertha's,2,5573,5586,PERSON,Wilhelm Röntgen,0,Physics
Albert von Kölliker,3,5702,5721,PERSON,Wilhelm Röntgen,0,Physics
Röntgen,1,5751,5758,ORG,Wilhelm Röntgen,0,Physics
A New Kind of Rays,5,5781,5799,WORK_OF_ART,Wilhelm Röntgen,0,Physics
Art von Strahlen,3,5818,5834,PERSON,Wilhelm Röntgen,0,Physics
28 December 1895,3,5854,5870,DATE,Wilhelm Röntgen,0,Physics
5 January 1896,3,5875,5889,DATE,Wilhelm Röntgen,0,Physics
Austrian,1,5894,5902,NORP,Wilhelm Röntgen,0,Physics
Röntgen,1,5922,5929,ORG,Wilhelm Röntgen,0,Physics
Röntgen,1,5970,5977,ORG,Wilhelm Röntgen,0,Physics
the University of Würzburg,4,6033,6059,ORG,Wilhelm Röntgen,0,Physics
the Rumford Medal of the British Royal Society,8,6098,6144,ORG,Wilhelm Röntgen,0,Physics
1896,1,6148,6152,DATE,Wilhelm Röntgen,0,Physics
Philipp Lenard,2,6167,6181,PERSON,Wilhelm Röntgen,0,Physics
three,1,6330,6335,CARDINAL,Wilhelm Röntgen,0,Physics
between 1895 and 1897,4,6353,6374,DATE,Wilhelm Röntgen,0,Physics
Today,1,6376,6381,DATE,Wilhelm Röntgen,0,Physics
Röntgen,1,6383,6390,ORG,Wilhelm Röntgen,0,Physics
Röntgen,1,6534,6541,ORG,Wilhelm Röntgen,0,Physics
Anna Bertha Ludwig,3,6557,6575,PERSON,Wilhelm Röntgen,0,Physics
47 years,2,6580,6588,DATE,Wilhelm Röntgen,0,Physics
1919,1,6608,6612,DATE,Wilhelm Röntgen,0,Physics
age 80,2,6616,6622,DATE,Wilhelm Röntgen,0,Physics
1866,1,6627,6631,DATE,Wilhelm Röntgen,0,Physics
Zürich,1,6644,6650,GPE,Wilhelm Röntgen,0,Physics
Anna,1,6654,6658,PERSON,Wilhelm Röntgen,0,Physics
Zum Grünen Glas,3,6676,6691,PERSON,Wilhelm Röntgen,0,Physics
1869,1,6713,6717,DATE,Wilhelm Röntgen,0,Physics
Apeldoorn,1,6729,6738,GPE,Wilhelm Röntgen,0,Physics
Netherlands,1,6740,6751,GPE,Wilhelm Röntgen,0,Physics
7 July 1872,3,6755,6766,DATE,Wilhelm Röntgen,0,Physics
Anna,1,6789,6793,PERSON,Wilhelm Röntgen,0,Physics
six years,2,6800,6809,DATE,Wilhelm Röntgen,0,Physics
Wilhelm,1,6810,6817,PERSON,Wilhelm Röntgen,0,Physics
Röntgen,1,6961,6968,ORG,Wilhelm Röntgen,0,Physics
one,1,6995,6998,CARDINAL,Wilhelm Röntgen,0,Physics
Josephine Bertha Ludwig,3,7006,7029,PERSON,Wilhelm Röntgen,0,Physics
age 6,2,7052,7057,DATE,Wilhelm Röntgen,0,Physics
Anna,1,7076,7080,PERSON,Wilhelm Röntgen,0,Physics
1887,1,7105,7109,DATE,Wilhelm Röntgen,0,Physics
two million,2,7128,7139,CARDINAL,Wilhelm Röntgen,0,Physics
Reichsmarks,1,7140,7151,ORG,Wilhelm Röntgen,0,Physics
Röntgen,1,7199,7206,ORG,Wilhelm Röntgen,0,Physics
Nobel,1,7341,7346,WORK_OF_ART,Wilhelm Röntgen,0,Physics
Röntgen,1,7360,7367,ORG,Wilhelm Röntgen,0,Physics
"50,000 Swedish krona",3,7380,7400,QUANTITY,Wilhelm Röntgen,0,Physics
the University of Würzburg,4,7416,7442,ORG,Wilhelm Röntgen,0,Physics
Niederer Adelstitel,2,7551,7570,ORG,Wilhelm Röntgen,0,Physics
von Röntgen,2,7646,7657,PERSON,Wilhelm Röntgen,0,Physics
World War I,3,7689,7700,EVENT,Wilhelm Röntgen,0,Physics
Röntgen,1,7702,7709,ORG,Wilhelm Röntgen,0,Physics
years,1,7751,7756,DATE,Wilhelm Röntgen,0,Physics
Weilheim,1,7780,7788,GPE,Wilhelm Röntgen,0,Physics
Munich,1,7795,7801,GPE,Wilhelm Röntgen,0,Physics
10 February 1923,3,7819,7835,DATE,Wilhelm Röntgen,0,Physics
113,1,8025,8028,CARDINAL,Wilhelm Röntgen,0,Physics
the Dutch Reformed Church,4,8047,8072,ORG,Wilhelm Röntgen,0,Physics
Honours,1,8082,8089,ORG,Wilhelm Röntgen,0,Physics
1901,1,8108,8112,DATE,Wilhelm Röntgen,0,Physics
Röntgen,1,8114,8121,ORG,Wilhelm Röntgen,0,Physics
first,1,8138,8143,ORDINAL,Wilhelm Röntgen,0,Physics
Nobel Prize in Physics,4,8144,8166,WORK_OF_ART,Wilhelm Röntgen,0,Physics
Nobel,1,8372,8377,WORK_OF_ART,Wilhelm Röntgen,0,Physics
39,1,8388,8390,CARDINAL,Wilhelm Röntgen,0,Physics
Röntgen,1,8392,8399,ORG,Wilhelm Röntgen,0,Physics
"50,000",1,8412,8418,CARDINAL,Wilhelm Röntgen,0,Physics
Swedish,1,8419,8426,NORP,Wilhelm Röntgen,0,Physics
his Nobel Prize,3,8445,8460,WORK_OF_ART,Wilhelm Röntgen,0,Physics
the University of Würzburg,4,8492,8518,ORG,Wilhelm Röntgen,0,Physics
Marie,1,8525,8530,PERSON,Wilhelm Röntgen,0,Physics
Pierre Curie,2,8535,8547,PERSON,Wilhelm Röntgen,0,Physics
Röntgen,1,8549,8556,ORG,Wilhelm Röntgen,0,Physics
Röntgen,1,8711,8718,ORG,Wilhelm Röntgen,0,Physics
Barnard Medal for Meritorious Service,5,8736,8773,PERSON,Wilhelm Röntgen,0,Physics
1900,1,8788,8792,DATE,Wilhelm Röntgen,0,Physics
Rumford Medal,2,8819,8832,PERSON,Wilhelm Röntgen,0,Physics
1896,1,8834,8838,DATE,Wilhelm Röntgen,0,Physics
Matteucci Medal,2,8841,8856,PERSON,Wilhelm Röntgen,0,Physics
1896,1,8858,8862,DATE,Wilhelm Röntgen,0,Physics
Elliott Cresson Medal,3,8865,8886,PERSON,Wilhelm Röntgen,0,Physics
1897,1,8888,8892,DATE,Wilhelm Röntgen,0,Physics
Nobel Prize for Physics,4,8895,8918,WORK_OF_ART,Wilhelm Röntgen,0,Physics
1901,1,8920,8924,DATE,Wilhelm Röntgen,0,Physics
November 2004,2,8930,8943,DATE,Wilhelm Röntgen,0,Physics
IUPAC,1,8944,8949,CARDINAL,Wilhelm Röntgen,0,Physics
111,1,8971,8974,CARDINAL,Wilhelm Röntgen,0,Physics
November 2011,2,9033,9046,DATE,Wilhelm Röntgen,0,Physics
Route Röntgen',2,9050,9064,FAC,Wilhelm Röntgen,0,Physics
CERN,1,9076,9080,GPE,Wilhelm Röntgen,0,Physics
Geneva,1,9082,9088,GPE,Wilhelm Röntgen,0,Physics
Switzerland,1,9090,9101,GPE,Wilhelm Röntgen,0,Physics
2013,1,9124,9128,DATE,Wilhelm Röntgen,0,Physics
the American Philosophical Society,4,9173,9207,ORG,Wilhelm Röntgen,0,Physics
1897,1,9211,9215,DATE,Wilhelm Röntgen,0,Physics
1907,1,9220,9224,DATE,Wilhelm Röntgen,0,Physics
the Royal Netherlands Academy of Arts and Sciences,8,9255,9305,ORG,Wilhelm Röntgen,0,Physics
the National Library of Medicine,5,9364,9396,ORG,Wilhelm Röntgen,0,Physics
Bethesda,1,9400,9408,GPE,Wilhelm Röntgen,0,Physics
Maryland,1,9410,9418,GPE,Wilhelm Röntgen,0,Physics
Today,1,9421,9426,DATE,Wilhelm Röntgen,0,Physics
Remscheid-Lennep,1,9431,9447,GPE,Wilhelm Röntgen,0,Physics
40 kilometres,2,9449,9462,QUANTITY,Wilhelm Röntgen,0,Physics
Röntgen,1,9471,9478,ORG,Wilhelm Röntgen,0,Physics
Düsseldorf,1,9495,9505,GPE,Wilhelm Röntgen,0,Physics
the Deutsches Röntgen-Museum,3,9510,9538,ORG,Wilhelm Röntgen,0,Physics
Würzburg,1,9546,9554,GPE,Wilhelm Röntgen,0,Physics
the Röntgen Memorial Site,4,9664,9689,ORG,Wilhelm Röntgen,0,Physics
annual,1,9744,9750,DATE,Wilhelm Röntgen,0,Physics
8 November each year,4,9837,9857,DATE,Wilhelm Röntgen,0,Physics
Röntgen,1,9898,9905,ORG,Wilhelm Röntgen,0,Physics
2012,1,9946,9950,DATE,Wilhelm Röntgen,0,Physics
the European Society of Radiology,5,9981,10014,ORG,Wilhelm Röntgen,0,Physics
the Radiological Society of North America,6,10016,10057,ORG,Wilhelm Röntgen,0,Physics
the American College of Radiology,5,10063,10096,ORG,Wilhelm Röntgen,0,Physics
Röntgen Peak,2,10099,10111,PERSON,Wilhelm Röntgen,0,Physics
Antarctica,1,10115,10125,LOC,Wilhelm Röntgen,0,Physics
Wilhelm Röntgen,2,10141,10156,PERSON,Wilhelm Röntgen,0,Physics
Roentgen,1,10177,10185,PERSON,Wilhelm Röntgen,0,Physics
German,1,10227,10233,NORP,Wilhelm Röntgen,0,Physics
Röntgen Memorial Site,3,10261,10282,ORG,Wilhelm Röntgen,0,Physics
Wilhelm Röntgen,2,10334,10349,PERSON,Wilhelm Röntgen,0,Physics
Nobelprize.org,1,10353,10367,ORG,Wilhelm Röntgen,0,Physics
Wilhelm Röntgen,2,10397,10412,PERSON,Wilhelm Röntgen,0,Physics
the Alsos Digital Library Archived,5,10418,10452,ORG,Wilhelm Röntgen,0,Physics
3 August 2017,3,10453,10466,DATE,Wilhelm Röntgen,0,Physics
the Wayback Machine,3,10470,10489,ORG,Wilhelm Röntgen,0,Physics
Wilhelm Conrad Röntgen Biography,4,10491,10523,PERSON,Wilhelm Röntgen,0,Physics
First,1,10552,10557,ORDINAL,Wilhelm Röntgen,0,Physics
Photogram,1,10564,10573,ORG,Wilhelm Röntgen,0,Physics
American,1,10579,10587,NORP,Wilhelm Röntgen,0,Physics
Roentgen Ray Society,3,10588,10608,PERSON,Wilhelm Röntgen,0,Physics
Deutsches Röntgen-Museum,2,10610,10634,PERSON,Wilhelm Röntgen,0,Physics
German Röntgen Museum,3,10636,10657,ORG,Wilhelm Röntgen,0,Physics
Remscheid-Lennep,1,10659,10675,ORG,Wilhelm Röntgen,0,Physics
Wilhelm,1,10696,10703,PERSON,Wilhelm Röntgen,0,Physics
Wilhelm Conrad Röntgen,3,10742,10764,PERSON,Wilhelm Röntgen,0,Physics
LibriVox,1,10768,10776,ORG,Wilhelm Röntgen,0,Physics
Röntgen,1,10832,10839,ORG,Wilhelm Röntgen,0,Physics
J.J. Thomson,2,10853,10865,PERSON,Wilhelm Röntgen,0,Physics
1899,1,10873,10877,DATE,Wilhelm Röntgen,0,Physics
The New Marvel,3,10880,10894,ORG,Wilhelm Röntgen,0,Physics
Röntgen,1,10944,10951,ORG,Wilhelm Röntgen,0,Physics
McClure,1,10956,10963,GPE,Wilhelm Röntgen,0,Physics
Vol,1,10976,10979,PERSON,Wilhelm Röntgen,0,Physics
6,1,10981,10982,CARDINAL,Wilhelm Röntgen,0,Physics
April 1896,2,10991,11001,DATE,Wilhelm Röntgen,0,Physics
Project Gutenberg,2,11008,11025,PERSON,Wilhelm Röntgen,0,Physics
Röntgen,1,11027,11034,ORG,Wilhelm Röntgen,0,Physics
1895,1,11037,11041,DATE,Wilhelm Röntgen,0,Physics
BibNum,1,11075,11081,ORG,Wilhelm Röntgen,0,Physics
English,1,11109,11116,LANGUAGE,Wilhelm Röntgen,0,Physics
Wilhelm Röntgen,2,11137,11152,PERSON,Wilhelm Röntgen,0,Physics
Wilhelm Röntgen,2,11197,11212,PERSON,Wilhelm Röntgen,0,Physics
the 20th,2,11216,11224,DATE,Wilhelm Röntgen,0,Physics
Century Press Archives,3,11225,11247,ORG,Wilhelm Röntgen,0,Physics
Hendrik Antoon Lorentz,3,0,22,PERSON,Hendrik Lorentz,1,Physics
18 July 1853,3,26,38,DATE,Hendrik Lorentz,1,Physics
February 1928,2,43,56,DATE,Hendrik Lorentz,1,Physics
Dutch,1,64,69,NORP,Hendrik Lorentz,1,Physics
1902,1,95,99,DATE,Hendrik Lorentz,1,Physics
Nobel Prize in Physics with Pieter Zeeman,7,100,141,WORK_OF_ART,Hendrik Lorentz,1,Physics
Zeeman,1,195,201,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,225,232,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,300,307,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,431,438,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,468,475,PERSON,Hendrik Lorentz,1,Physics
the Nobel Foundation,3,753,773,ORG,Hendrik Lorentz,1,Physics
Lorentz,1,801,808,PERSON,Hendrik Lorentz,1,Physics
the International Committee on Intellectual Cooperation,6,1121,1176,ORG,Hendrik Lorentz,1,Physics
UNESCO,1,1196,1202,ORG,Hendrik Lorentz,1,Physics
between 1925 and 1928,4,1204,1225,DATE,Hendrik Lorentz,1,Physics
Hendrik Lorentz,2,1287,1302,PERSON,Hendrik Lorentz,1,Physics
Arnhem,1,1315,1321,GPE,Hendrik Lorentz,1,Physics
Gelderland,1,1323,1333,GPE,Hendrik Lorentz,1,Physics
Netherlands,1,1335,1346,GPE,Hendrik Lorentz,1,Physics
Gerrit Frederik Lorentz,3,1359,1382,PERSON,Hendrik Lorentz,1,Physics
1822–1893,1,1384,1393,CARDINAL,Hendrik Lorentz,1,Physics
Geertruida van Ginkel,3,1427,1448,PERSON,Hendrik Lorentz,1,Physics
1862,1,1465,1469,DATE,Hendrik Lorentz,1,Physics
Luberta Hupkes,2,1516,1530,FAC,Hendrik Lorentz,1,Physics
Catholic,1,1635,1643,NORP,Hendrik Lorentz,1,Physics
French,1,1662,1668,NORP,Hendrik Lorentz,1,Physics
1866 to 1869,3,1682,1694,DATE,Hendrik Lorentz,1,Physics
"the ""Hogere Burgerschool""",3,1708,1733,ORG,Hendrik Lorentz,1,Physics
Arnhem,1,1737,1743,ORG,Hendrik Lorentz,1,Physics
Johan Rudolph Thorbecke,3,1802,1825,PERSON,Hendrik Lorentz,1,Physics
English,1,1941,1948,LANGUAGE,Hendrik Lorentz,1,Physics
French,1,1950,1956,NORP,Hendrik Lorentz,1,Physics
German,1,1962,1968,NORP,Hendrik Lorentz,1,Physics
1870,1,1973,1977,DATE,Hendrik Lorentz,1,Physics
University,1,2064,2074,ORG,Hendrik Lorentz,1,Physics
Lorentz,1,2077,2084,PERSON,Hendrik Lorentz,1,Physics
Leiden University,2,2120,2137,ORG,Hendrik Lorentz,1,Physics
Frederik Kaiser,2,2211,2226,PERSON,Hendrik Lorentz,1,Physics
Arnhem,1,2335,2341,ORG,Hendrik Lorentz,1,Physics
1871,1,2345,2349,DATE,Hendrik Lorentz,1,Physics
Leiden,1,2428,2434,GPE,Hendrik Lorentz,1,Physics
1875,1,2476,2480,DATE,Hendrik Lorentz,1,Physics
Lorentz,1,2482,2489,PERSON,Hendrik Lorentz,1,Physics
Pieter Rijke,2,2521,2533,PERSON,Hendrik Lorentz,1,Physics
James Clerk Maxwell,3,2721,2740,PERSON,Hendrik Lorentz,1,Physics
Leiden,1,2785,2791,GPE,Hendrik Lorentz,1,Physics
17 November 1877,3,2801,2817,DATE,Hendrik Lorentz,1,Physics
only 24 years of age,5,2819,2839,DATE,Hendrik Lorentz,1,Physics
Lorentz,1,2841,2848,PERSON,Hendrik Lorentz,1,Physics
the University of Leiden,4,2920,2944,ORG,Hendrik Lorentz,1,Physics
Johan van der,3,2989,3002,PERSON,Hendrik Lorentz,1,Physics
the Universiteit van Amsterdam,4,3040,3070,FAC,Hendrik Lorentz,1,Physics
25 January 1878,3,3075,3090,DATE,Hendrik Lorentz,1,Physics
Lorentz,1,3092,3099,PERSON,Hendrik Lorentz,1,Physics
theoriën,1,3151,3159,GPE,Hendrik Lorentz,1,Physics
1881,1,3219,3223,DATE,Hendrik Lorentz,1,Physics
the Royal Netherlands Academy of Arts and Sciences,8,3245,3295,ORG,Hendrik Lorentz,1,Physics
the first twenty years,4,3305,3327,DATE,Hendrik Lorentz,1,Physics
Leiden,1,3331,3337,GPE,Hendrik Lorentz,1,Physics
Lorentz,1,3339,3346,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,3543,3550,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,3751,3758,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,3943,3950,PERSON,Hendrik Lorentz,1,Physics
Pieter Zeeman,2,3954,3967,PERSON,Hendrik Lorentz,1,Physics
Zeeman,1,3984,3990,PERSON,Hendrik Lorentz,1,Physics
1896,1,4001,4005,DATE,Hendrik Lorentz,1,Physics
Lorentz,1,4007,4014,PERSON,Hendrik Lorentz,1,Physics
the Nobel prize,3,4111,4126,WORK_OF_ART,Hendrik Lorentz,1,Physics
1902,1,4141,4145,DATE,Hendrik Lorentz,1,Physics
Lorentz,1,4147,4154,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,4188,4195,PERSON,Hendrik Lorentz,1,Physics
Lorenz,1,4196,4202,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,4217,4224,PERSON,Hendrik Lorentz,1,Physics
Lorentzian,1,4236,4246,NORP,Hendrik Lorentz,1,Physics
Lorentz,1,4265,4272,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,4298,4305,PERSON,Hendrik Lorentz,1,Physics
Electrodynamics,1,4332,4347,ORG,Hendrik Lorentz,1,Physics
1892 and 1895,3,4374,4387,DATE,Hendrik Lorentz,1,Physics
Lorentz,1,4389,4396,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,4778,4785,PERSON,Hendrik Lorentz,1,Physics
Fizeau,1,4941,4947,PERSON,Hendrik Lorentz,1,Physics
1900 and 1904,3,4963,4976,DATE,Hendrik Lorentz,1,Physics
Henri Poincaré,2,4978,4992,ORG,Hendrik Lorentz,1,Physics
Lorentz,1,5011,5018,PERSON,Hendrik Lorentz,1,Physics
Einstein,1,5238,5246,PERSON,Hendrik Lorentz,1,Physics
1892,1,5299,5303,DATE,Hendrik Lorentz,1,Physics
Michelson,1,5337,5346,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,5366,5373,PERSON,Hendrik Lorentz,1,Physics
George FitzGerald,2,5468,5485,PERSON,Hendrik Lorentz,1,Physics
1889,1,5528,5532,DATE,Hendrik Lorentz,1,Physics
1899,1,5541,5545,DATE,Hendrik Lorentz,1,Physics
1904,1,5559,5563,DATE,Hendrik Lorentz,1,Physics
Lorentz,1,5565,5572,PERSON,Hendrik Lorentz,1,Physics
Poincaré,1,5635,5643,ORG,Hendrik Lorentz,1,Physics
1905,1,5647,5651,DATE,Hendrik Lorentz,1,Physics
Lorentz,1,5658,5665,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,5713,5720,PERSON,Hendrik Lorentz,1,Physics
Joseph Larmor,2,5726,5739,PERSON,Hendrik Lorentz,1,Physics
1897,1,5809,5813,DATE,Hendrik Lorentz,1,Physics
Larmor,1,5815,5821,ORG,Hendrik Lorentz,1,Physics
Lorentz,1,5828,5835,PERSON,Hendrik Lorentz,1,Physics
Poincaré,1,5934,5942,GPE,Hendrik Lorentz,1,Physics
Einstein,1,5947,5955,GPE,Hendrik Lorentz,1,Physics
1905,1,5959,5963,DATE,Hendrik Lorentz,1,Physics
Lorentz,1,5965,5972,PERSON,Hendrik Lorentz,1,Physics
1904,1,5975,5979,DATE,Hendrik Lorentz,1,Physics
1904,1,6374,6378,DATE,Hendrik Lorentz,1,Physics
Newtonian,1,6535,6544,NORP,Hendrik Lorentz,1,Physics
Lorentz,1,6692,6699,PERSON,Hendrik Lorentz,1,Physics
1905,1,6734,6738,DATE,Hendrik Lorentz,1,Physics
Einstein,1,6740,6748,PERSON,Hendrik Lorentz,1,Physics
Lorentz,1,6812,6819,PERSON,Hendrik Lorentz,1,Physics
On the Electrodynamics of Moving Bodies,6,6859,6898,WORK_OF_ART,Hendrik Lorentz,1,Physics
today,1,6907,6912,DATE,Hendrik Lorentz,1,Physics
Lorentz,1,6958,6965,PERSON,Hendrik Lorentz,1,Physics
Einstein,1,7004,7012,PERSON,Hendrik Lorentz,1,Physics
1906,1,7081,7085,DATE,Hendrik Lorentz,1,Physics
Lorentz,1,7087,7094,PERSON,Hendrik Lorentz,1,Physics
Columbia University,2,7166,7185,ORG,Hendrik Lorentz,1,Physics
The Theory of Electrons,4,7213,7236,WORK_OF_ART,Hendrik Lorentz,1,Physics
first,1,7268,7273,ORDINAL,Hendrik Lorentz,1,Physics
Lorentz and Einstein,3,7288,7308,WORK_OF_ART,Hendrik Lorentz,1,Physics
Kaufmann,1,7347,7355,ORG,Hendrik Lorentz,1,Physics
Lorentz,1,7418,7425,PERSON,Hendrik Lorentz,1,Physics
Latin,1,7516,7521,NORP,Hendrik Lorentz,1,Physics
1908,1,7597,7601,DATE,Hendrik Lorentz,1,Physics
